fullname,fullname,param:tensor_cls,param:device,param:scale,col,op,pred,val,mean,min,max,stddev,ops,rounds,query_result_size,tuple_element_size_bytes,tuple_count,total_size_bytes
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=80]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=80]",UnsortedCDictionaryEncoding,cuda,80.0,l_shipmode,FilterScan,Eq,AIR,0.0003633376407853,0.0003482410684227,0.0019310740754008,5.7527539030834765e-05,2752.260948903135,2516,0,8,480025129,3840201032
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=80]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=80]",UnsortedDictionaryEncoding,cpu,80.0,l_shipmode,FilterScan,Eq,AIR,0.0035901731811463,6.638560444116592e-05,0.0348425544798374,0.0062559980578825,278.5380953908994,50,0,8,480025129,3840201032
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=80]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=80]",UnsortedCDictionaryEncoding,cpu,80.0,l_shipmode,FilterScan,Eq,AIR,0.0401897110277786,0.0001492844894528,0.1024917708709836,0.0389918513935535,24.881990301169647,8,0,8,480025129,3840201032
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=90]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=90]",UnsortedDictionaryEncoding,cuda,90.0,l_shipmode,FilterScan,Eq,AIR,0.0100650570426995,0.0099595561623573,0.0116248354315757,0.0002268523806894,99.35363463491962,65,77156646,8,540030432,4320243456
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=90]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=90]",UnsortedCDictionaryEncoding,cuda,90.0,l_shipmode,FilterScan,Eq,AIR,0.0003620236936324,0.0003495337441563,0.00204305537045,7.604663822740105e-05,2762.2501443659376,2544,0,8,540030432,4320243456
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=90]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=90]",UnsortedDictionaryEncoding,cpu,90.0,l_shipmode,FilterScan,Eq,AIR,0.0031803440229565,6.542447954416275e-05,0.0550599815323948,0.0087561171012305,314.4313925731746,102,0,8,540030432,4320243456
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=90]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=90]",UnsortedCDictionaryEncoding,cpu,90.0,l_shipmode,FilterScan,Eq,AIR,0.3641052955761552,0.3368890704587102,0.4044751450419426,0.0279645450785958,2.7464582694893624,5,77156646,8,540030432,4320243456
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=100]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=100]",UnsortedDictionaryEncoding,cuda,100.0,l_shipmode,FilterScan,Eq,AIR,0.0001938732723629,0.000187867321074,0.0019450606778264,3.544370583798588e-05,5158.008568234731,4103,0,8,600037902,4800303216
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=100]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=100]",UnsortedCDictionaryEncoding,cuda,100.0,l_shipmode,FilterScan,Eq,AIR,0.0003607580445635,0.0003517577424645,0.0019553499296307,7.575578842965629e-05,2771.940958959558,2524,0,8,600037902,4800303216
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=100]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=100]",UnsortedDictionaryEncoding,cpu,100.0,l_shipmode,FilterScan,Eq,AIR,0.0067473950613046,6.510410457849503e-05,0.1494742659851908,0.020676711278325,148.20534308638003,107,0,8,600037902,4800303216
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=100]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=100]",UnsortedCDictionaryEncoding,cpu,100.0,l_shipmode,FilterScan,Eq,AIR,0.0919777055969461,0.0188981173560023,0.1368812723085284,0.048982487909442,10.872199882676805,8,0,8,600037902,4800303216
